cart_items_id,Created_at,Quantity,Deal_ID,Mockup_ID,Mockup_version,Sock_unit_price,Pkg_unit_price,Product_ID,Unit_price,Cart_total,Created_on
76607,2023-03-23T23:17:53.586Z,240.0,,20087.0,2.0,$10.51,,,,240.0,2023-03-23
76514,2023-03-23T17:17:40.831Z,,,,,,$1.00,,,127.0,2023-03-23
76608,2023-03-23T23:17:53.599Z,,,,,,$0.70,,,240.0,2023-03-23
76549,2023-03-23T19:48:43.670Z,,,,,,$12.50,,,2.0,2023-03-23
76591,2023-03-23T22:39:34.901Z,250.0,,155033.0,1.0,$7.36,,,,250.0,2023-03-23
76476,2023-03-23T15:28:05.408Z,1.0,,142221.0,2.0,$75.00,,,,2.0,2023-03-23
76545,2023-03-23T19:34:27.105Z,100.0,,77055.0,1.0,$7.36,,,,300.0,2023-03-23
76715,2023-03-24T20:00:28.443Z,,,,,,$0.22,,,1600.0,2023-03-24
76624,2023-03-24T06:33:11.014Z,60.0,,154331.0,1.0,$14.24,,,,60.0,2023-03-24
76736,2023-03-24T20:50:29.737Z,300.0,,131963.0,1.0,$7.36,,,,300.0,2023-03-24
76731,2023-03-24T20:18:53.106Z,,,,,,,,,480.0,2023-03-24
76679,2023-03-24T17:23:17.879Z,1200.0,,82106.0,1.0,$5.88,,,,1200.0,2023-03-24
76710,2023-03-24T19:22:23.867Z,64.0,,139271.0,1.0,$8.00,,,,140.0,2023-03-24
76763,2023-03-24T23:26:20.019Z,,,,,,$0.70,,,250.0,2023-03-24
76714,2023-03-24T19:55:29.311Z,,,,,,,,,60.0,2023-03-24
76666,2023-03-24T16:23:18.521Z,60.0,,139544.0,1.0,$10.13,,,,60.0,2023-03-24
76713,2023-03-24T19:55:29.293Z,60.0,,155159.0,1.0,$13.31,,,,60.0,2023-03-24
76759,2023-03-24T23:16:56.952Z,300.0,,,,$10.51,,,,500.0,2023-03-24
76732,2023-03-24T20:18:53.121Z,480.0,,148350.0,1.0,$7.06,,,,480.0,2023-03-24
76761,2023-03-24T23:20:57.753Z,3800.0,,155291.0,1.0,$5.51,,,,3800.0,2023-03-24
76758,2023-03-24T23:08:28.508Z,1.0,,151397.0,2.0,$0.00,,,,2.0,2023-03-24
76719,2023-03-24T20:01:08.419Z,,,,,,,,,100.0,2023-03-24
76625,2023-03-24T06:33:11.029Z,,,,,,$1.50,,,60.0,2023-03-24
76739,2023-03-24T20:59:38.858Z,,,,,,,,,125.0,2023-03-24
76757,2023-03-24T23:07:39.956Z,1.0,,151397.0,2.0,$0.00,,,,2.0,2023-03-24
76720,2023-03-24T20:01:08.429Z,100.0,,154596.0,2.0,$14.24,,,,100.0,2023-03-24
76721,2023-03-24T20:06:55.658Z,,,,,,$0.41,,,200.0,2023-03-24
76729,2023-03-24T20:08:33.147Z,,,,,,$12.50,,,2.0,2023-03-24
76747,2023-03-24T21:40:42.433Z,,,,,,,,,2300.0,2023-03-24
76746,2023-03-24T21:40:42.416Z,2300.0,,152750.0,1.0,$6.56,,,,2300.0,2023-03-24
76613,2023-03-24T00:21:37.288Z,100.0,,136211.0,1.0,$7.36,,,,250.0,2023-03-24
76722,2023-03-24T20:06:55.667Z,200.0,,153929.0,2.0,$7.48,,,,200.0,2023-03-24
76730,2023-03-24T20:08:33.157Z,2.0,,152418.0,1.0,$75.00,,,,2.0,2023-03-24
76767,2023-03-24T23:41:28.032Z,450.0,,155254.0,1.0,$9.24,,,,720.0,2023-03-24
76741,2023-03-24T21:21:56.853Z,90.0,,145789.0,1.0,$7.36,,,,240.0,2023-03-24
76665,2023-03-24T16:23:18.511Z,,,,,,,,,60.0,2023-03-24
76760,2023-03-24T23:20:57.736Z,,,,,,$0.22,,,3800.0,2023-03-24
76621,2023-03-24T04:37:44.859Z,,,140717.0,1.0,$9.97,,,,60.0,2023-03-24
76698,2023-03-24T18:29:46.554Z,360.0,,154565.0,3.0,$6.98,,,,360.0,2023-03-24
76614,2023-03-24T00:24:13.087Z,,,,,,$1.50,,,65.0,2023-03-24
76685,2023-03-24T17:46:59.580Z,2.0,,150347.0,1.0,$75.00,,,,2.0,2023-03-24
76695,2023-03-24T18:28:02.295Z,125.0,,153061.0,2.0,$11.42,,,,125.0,2023-03-24
76654,2023-03-24T15:06:24.702Z,2.0,,152145.0,2.0,$75.00,,,,2.0,2023-03-24
76662,2023-03-24T16:15:11.571Z,,,,,,,,,240.0,2023-03-24
76655,2023-03-24T15:32:10.528Z,,,,,,$0.00,,,360.0,2023-03-24
76699,2023-03-24T18:50:29.012Z,,,,,,$0.41,,,500.0,2023-03-24
76656,2023-03-24T16:09:44.921Z,,,,,,,,,2.0,2023-03-24
76657,2023-03-24T16:09:44.933Z,2.0,,,,,,29379.0,$87.50,2.0,2023-03-24
76618,2023-03-24T02:11:16.535Z,750.0,,152392.0,1.0,$9.24,,,,750.0,2023-03-24
76700,2023-03-24T18:50:29.022Z,500.0,,152104.0,3.0,$6.81,,,,500.0,2023-03-24
76617,2023-03-24T02:10:04.043Z,,,,,,$0.34,,,750.0,2023-03-24
76674,2023-03-24T17:06:42.370Z,200.0,,19046.0,2.0,$11.42,,,,200.0,2023-03-24
76616,2023-03-24T02:10:04.030Z,750.0,,153979.0,1.0,$9.24,,,,750.0,2023-03-24
76697,2023-03-24T18:29:46.542Z,,,,,,$0.55,,,360.0,2023-03-24
76744,2023-03-24T21:30:33.410Z,,,,,,$1.00,,,150.0,2023-03-24
76745,2023-03-24T21:30:33.422Z,150.0,,155246.0,1.0,$8.00,,,,150.0,2023-03-24
76667,2023-03-24T16:23:29.998Z,240.0,,153267.0,1.0,$7.36,,,,240.0,2023-03-24
76620,2023-03-24T04:37:44.844Z,,,,,,$1.50,,,60.0,2023-03-24
76765,2023-03-24T23:34:42.272Z,270.0,,155254.0,1.0,$9.24,,,,720.0,2023-03-24
76668,2023-03-24T16:23:30.009Z,,,,,,$0.70,,,240.0,2023-03-24
76659,2023-03-24T16:12:45.540Z,,,,,,,,,60.0,2023-03-24
76766,2023-03-24T23:34:42.286Z,,,,,,$0.39,,,720.0,2023-03-24
76658,2023-03-24T16:12:45.505Z,60.0,,155092.0,1.0,$14.24,,,,60.0,2023-03-24
76696,2023-03-24T18:28:02.311Z,,,,,,,,,125.0,2023-03-24
76664,2023-03-24T16:21:50.573Z,250.0,,152526.0,1.0,$7.93,,,,250.0,2023-03-24
76748,2023-03-24T22:20:12.838Z,,,,,,,,,250.0,2023-03-24
76750,2023-03-24T22:20:19.332Z,,,,,,,,,250.0,2023-03-24
76749,2023-03-24T22:20:12.856Z,25.0,,145975.0,2.0,$7.36,,,,250.0,2023-03-24
76751,2023-03-24T22:20:19.343Z,25.0,,146954.0,2.0,$7.36,,,,250.0,2023-03-24
76619,2023-03-24T02:11:16.547Z,,,,,,$0.34,,,750.0,2023-03-24
76671,2023-03-24T16:43:08.723Z,,,,,,$12.50,,,2.0,2023-03-24
76752,2023-03-24T22:25:37.641Z,,,,,,$0.39,,,800.0,2023-03-24
76672,2023-03-24T16:43:08.734Z,,,151912.0,1.0,$75.00,,,,2.0,2023-03-24
76742,2023-03-24T21:30:09.111Z,,,,,,$0.70,,,240.0,2023-03-24
76690,2023-03-24T18:08:01.351Z,,,,,,$12.50,,,2.0,2023-03-24
76733,2023-03-24T20:20:04.572Z,,,,,,$1.00,,,200.0,2023-03-24
76726,2023-03-24T20:07:08.592Z,300.0,,153885.0,1.0,$7.36,,,,300.0,2023-03-24
76712,2023-03-24T19:54:51.290Z,,,,,,,,,60.0,2023-03-24
76682,2023-03-24T17:39:13.820Z,,,,,,,,,185.0,2023-03-24
76663,2023-03-24T16:21:50.560Z,,,,,,,,,250.0,2023-03-24
76615,2023-03-24T00:25:26.834Z,150.0,,136211.0,1.0,$7.36,,,,250.0,2023-03-24
76634,2023-03-24T14:17:03.852Z,,,,,,$1.50,,,60.0,2023-03-24
76635,2023-03-24T14:17:03.867Z,60.0,,154646.0,2.0,$10.51,,,,60.0,2023-03-24
76638,2023-03-24T14:28:44.409Z,,,,,,$1.00,,,120.0,2023-03-24
76734,2023-03-24T20:20:04.590Z,200.0,,154495.0,1.0,$8.00,,,,200.0,2023-03-24
76702,2023-03-24T19:03:20.891Z,,,,,,$1.00,,,200.0,2023-03-24
76753,2023-03-24T22:25:37.653Z,800.0,,141213.0,1.0,$6.46,,,,800.0,2023-03-24
76640,2023-03-24T14:29:40.640Z,2.0,,153841.0,1.0,$75.00,,,,2.0,2023-03-24
76649,2023-03-24T14:46:57.137Z,,,,,,$1.00,,,150.0,2023-03-24
76743,2023-03-24T21:30:09.124Z,240.0,,140414.0,2.0,$7.36,,,,240.0,2023-03-24
76650,2023-03-24T14:46:57.147Z,150.0,,154895.0,1.0,$11.42,,,,150.0,2023-03-24
76740,2023-03-24T20:59:38.869Z,125.0,,155154.0,2.0,$8.60,,,,125.0,2023-03-24
76725,2023-03-24T20:07:08.581Z,,,,,,$0.41,,,300.0,2023-03-24
76609,2023-03-24T00:10:46.332Z,,,,,,,,,480.0,2023-03-24
76610,2023-03-24T00:10:46.346Z,300.0,,152341.0,2.0,$6.81,,,,480.0,2023-03-24
76633,2023-03-24T14:16:48.662Z,200.0,,154646.0,1.0,$10.51,,,,200.0,2023-03-24
76631,2023-03-24T14:04:14.477Z,60.0,,154515.0,2.0,$10.60,,,,60.0,2023-03-24
76684,2023-03-24T17:46:59.569Z,,,,,,$12.50,,,2.0,2023-03-24
76711,2023-03-24T19:54:51.267Z,60.0,,155160.0,1.0,$14.24,,,,60.0,2023-03-24
76693,2023-03-24T18:08:15.637Z,2.0,,154786.0,2.0,$75.00,,,,2.0,2023-03-24
76630,2023-03-24T14:04:14.448Z,,,,,,$1.50,,,60.0,2023-03-24
76694,2023-03-24T18:09:11.671Z,,,,,,$12.50,,,2.0,2023-03-24
76764,2023-03-24T23:29:31.541Z,50.0,,155212.0,2.0,$7.36,,,,250.0,2023-03-24
76735,2023-03-24T20:50:29.721Z,,,,,,$0.70,,,300.0,2023-03-24
76637,2023-03-24T14:19:59.831Z,,,,,,,,,37.0,2023-03-24
76653,2023-03-24T15:06:24.690Z,,,,,,$12.50,,,2.0,2023-03-24
76678,2023-03-24T17:23:17.872Z,,,,,,,,,1200.0,2023-03-24
76611,2023-03-24T00:13:58.417Z,180.0,,152341.0,2.0,$6.81,,,,480.0,2023-03-24
76651,2023-03-24T15:05:06.242Z,,,,,,$1.50,,,60.0,2023-03-24
76703,2023-03-24T19:03:20.903Z,200.0,,62794.0,2.0,$8.00,,,,200.0,2023-03-24
76632,2023-03-24T14:16:48.645Z,,,,,,$1.00,,,200.0,2023-03-24
76717,2023-03-24T20:00:42.522Z,,,,,,$0.22,,,2400.0,2023-03-24
76762,2023-03-24T23:26:20.004Z,200.0,,155212.0,2.0,$7.36,,,,250.0,2023-03-24
76652,2023-03-24T15:05:06.253Z,60.0,,155077.0,1.0,$9.97,,,,60.0,2023-03-24
76701,2023-03-24T18:57:56.293Z,,,,,,$1.00,,,200.0,2023-03-24
76688,2023-03-24T18:01:42.107Z,200.0,,150095.0,1.0,$8.00,,,,200.0,2023-03-24
76691,2023-03-24T18:08:01.363Z,2.0,,154787.0,2.0,$75.00,,,,2.0,2023-03-24
76689,2023-03-24T18:01:42.164Z,,,,,,,,,200.0,2023-03-24
76612,2023-03-24T00:21:37.277Z,,,,,,$0.70,,,250.0,2023-03-24
76686,2023-03-24T17:48:12.179Z,300.0,,,,,,29387.0,$7.22,300.0,2023-03-24
76723,2023-03-24T20:07:02.966Z,,,,,,$1.50,,,60.0,2023-03-24
76724,2023-03-24T20:07:02.987Z,60.0,,,,,,29400.0,$9.83,60.0,2023-03-24
76716,2023-03-24T20:00:28.454Z,1000.0,,155019.0,1.0,$6.56,,,,1600.0,2023-03-24
76718,2023-03-24T20:00:42.532Z,2200.0,,155023.0,2.0,$6.17,,,,2400.0,2023-03-24
76683,2023-03-24T17:39:13.833Z,185.0,,,,$8.00,,,,185.0,2023-03-24
76687,2023-03-24T17:48:12.188Z,,,,,,$0.70,,,300.0,2023-03-24
76681,2023-03-24T17:29:18.062Z,,,,,,$1.50,,,100.0,2023-03-24
76636,2023-03-24T14:19:59.814Z,,,150784.0,1.0,$18.99,,,,37.0,2023-03-24
76680,2023-03-24T17:29:18.053Z,,,155063.0,1.0,$14.24,,,,100.0,2023-03-24
76673,2023-03-24T16:50:37.336Z,60.0,,122459.0,1.0,$9.97,,,,65.0,2023-03-24
76771,2023-03-25T19:59:31.068Z,,,,,,,,,60.0,2023-03-25
76770,2023-03-25T19:59:31.053Z,60.0,,155088.0,1.0,$9.97,,,,60.0,2023-03-25
76768,2023-03-25T14:46:47.177Z,30.0,,155312.0,1.0,$18.99,,,,30.0,2023-03-25
76769,2023-03-25T14:46:47.203Z,,,,,,,,,30.0,2023-03-25
76775,2023-03-26T16:54:15.985Z,,,,,,,,,30.0,2023-03-26
76774,2023-03-26T16:54:15.939Z,,,155317.0,1.0,$18.99,,,,30.0,2023-03-26
76782,2023-03-27T15:02:05.506Z,,,,,,$1.00,,,120.0,2023-03-27
76788,2023-03-27T15:47:47.829Z,,,,,,$1.00,,,120.0,2023-03-27
76843,2023-03-27T22:04:14.378Z,,,,,,,,,120.0,2023-03-27
76789,2023-03-27T15:47:47.844Z,120.0,,,,,,29315.0,$11.42,120.0,2023-03-27
76801,2023-03-27T17:23:47.621Z,30.0,,60903.0,2.0,$13.29,,,,30.0,2023-03-27
76790,2023-03-27T15:52:45.908Z,,,,,,$1.00,,,120.0,2023-03-27
76791,2023-03-27T15:52:45.919Z,120.0,,148526.0,1.0,$8.00,,,,120.0,2023-03-27
76795,2023-03-27T16:04:43.842Z,,,,,,$2.00,,,50.0,2023-03-27
76794,2023-03-27T16:04:43.832Z,50.0,,147625.0,2.0,$18.99,,,,50.0,2023-03-27
76797,2023-03-27T16:13:44.634Z,,,,,,$1.50,,,60.0,2023-03-27
76809,2023-03-27T18:51:21.908Z,,,,,,$0.41,,,600.0,2023-03-27
76796,2023-03-27T16:13:44.604Z,60.0,,148136.0,2.0,$10.13,,,,60.0,2023-03-27
76802,2023-03-27T17:23:47.633Z,,,,,,$2.00,,,30.0,2023-03-27
76847,2023-03-27T22:12:43.804Z,,,,,,$0.39,,,1000.0,2023-03-27
76844,2023-03-27T22:04:14.390Z,120.0,,154299.0,1.0,$8.00,,,,120.0,2023-03-27
76840,2023-03-27T21:57:40.191Z,105.0,,72384.0,1.0,$9.97,,,,105.0,2023-03-27
76839,2023-03-27T21:57:40.180Z,,,,,,$1.50,,,105.0,2023-03-27
76846,2023-03-27T22:09:59.643Z,100.0,,129470.0,1.0,$9.97,,,,100.0,2023-03-27
76845,2023-03-27T22:09:59.632Z,,,,,,$1.50,,,100.0,2023-03-27
76838,2023-03-27T21:55:04.523Z,105.0,,72204.0,1.0,$9.97,,,,105.0,2023-03-27
76837,2023-03-27T21:55:04.510Z,,,,,,$1.50,,,105.0,2023-03-27
76859,2023-03-27T23:04:35.631Z,120.0,,150793.0,1.0,$12.44,,,,120.0,2023-03-27
76857,2023-03-27T23:04:09.965Z,120.0,,151003.0,1.0,$12.44,,,,120.0,2023-03-27
76833,2023-03-27T21:34:03.326Z,,,,,,$0.70,,,150.0,2023-03-27
76834,2023-03-27T21:34:03.338Z,150.0,,143301.0,1.0,$8.60,,,,150.0,2023-03-27
76862,2023-03-27T23:04:56.348Z,,,,,,,,,120.0,2023-03-27
76836,2023-03-27T21:41:00.209Z,60.0,,151475.0,1.0,$14.24,,,,60.0,2023-03-27
76835,2023-03-27T21:41:00.196Z,,,,,,$1.50,,,60.0,2023-03-27
76851,2023-03-27T22:46:19.255Z,,,,,,$1.00,,,60.0,2023-03-27
76852,2023-03-27T22:46:19.274Z,60.0,,137928.0,1.0,$9.97,,,,60.0,2023-03-27
76831,2023-03-27T21:33:54.104Z,,,,,,$0.70,,,150.0,2023-03-27
76832,2023-03-27T21:33:54.117Z,150.0,,143304.0,1.0,$8.60,,,,150.0,2023-03-27
76824,2023-03-27T20:46:39.531Z,720.0,,41447.0,1.0,$6.46,,,,720.0,2023-03-27
76823,2023-03-27T20:46:39.519Z,,,,,,$0.39,,,720.0,2023-03-27
76819,2023-03-27T20:11:24.241Z,90.0,,155413.0,1.0,$9.97,,,,90.0,2023-03-27
76820,2023-03-27T20:11:24.254Z,,,,,,$1.50,,,90.0,2023-03-27
76864,2023-03-27T23:41:55.068Z,,,,,,,,,130.0,2023-03-27
76817,2023-03-27T20:04:10.570Z,60.0,,150434.0,2.0,$9.97,,,,60.0,2023-03-27
76818,2023-03-27T20:04:10.590Z,,,,,,$1.50,,,60.0,2023-03-27
76863,2023-03-27T23:41:55.032Z,130.0,,155247.0,2.0,$11.42,,,,130.0,2023-03-27
76815,2023-03-27T19:46:46.365Z,120.0,,155357.0,1.0,$8.00,,,,120.0,2023-03-27
76861,2023-03-27T23:04:56.332Z,120.0,,149874.0,6.0,$11.42,,,,120.0,2023-03-27
76816,2023-03-27T19:46:46.378Z,,,,,,$1.00,,,120.0,2023-03-27
76813,2023-03-27T19:43:14.695Z,250.0,,154174.0,1.0,$10.51,,,,250.0,2023-03-27
76814,2023-03-27T19:43:14.710Z,,,,,,$0.70,,,250.0,2023-03-27
76860,2023-03-27T23:04:35.650Z,,,,,,,,,120.0,2023-03-27
76777,2023-03-27T12:56:14.037Z,,,,,,,,,60.0,2023-03-27
76776,2023-03-27T12:56:14.018Z,60.0,,155161.0,1.0,$14.24,,,,60.0,2023-03-27
76810,2023-03-27T18:51:21.920Z,600.0,,153926.0,3.0,$6.81,,,,600.0,2023-03-27
76779,2023-03-27T12:56:30.756Z,,,,,,,,,60.0,2023-03-27
76778,2023-03-27T12:56:30.737Z,60.0,,155158.0,1.0,$13.31,,,,60.0,2023-03-27
76780,2023-03-27T14:56:44.431Z,,,,,,,,,252.0,2023-03-27
76781,2023-03-27T14:56:44.446Z,252.0,,155238.0,1.0,$6.98,,,,252.0,2023-03-27
76783,2023-03-27T15:02:05.518Z,120.0,,155300.0,1.0,$8.33,,,,120.0,2023-03-27
76811,2023-03-27T19:31:24.417Z,300.0,,155164.0,1.0,$10.51,,,,300.0,2023-03-27
76812,2023-03-27T19:31:24.433Z,,,,,,,,,300.0,2023-03-27
76808,2023-03-27T18:33:24.806Z,100.0,,40881.0,2.0,$8.00,,,,120.0,2023-03-27
76807,2023-03-27T18:33:24.798Z,100.0,,4991.0,2.0,$8.00,,,,120.0,2023-03-27
76805,2023-03-27T17:59:51.088Z,480.0,,152854.0,2.0,$9.73,,,,480.0,2023-03-27
76849,2023-03-27T22:38:38.401Z,,,,,,$1.00,,,60.0,2023-03-27
76804,2023-03-27T17:59:51.075Z,,,,,,$0.41,,,480.0,2023-03-27
76853,2023-03-27T22:55:32.867Z,,,,,,$12.50,,,2.0,2023-03-27
76850,2023-03-27T22:38:38.417Z,60.0,,137929.0,1.0,$9.97,,,,60.0,2023-03-27
76854,2023-03-27T22:55:32.883Z,2.0,,152412.0,1.0,$75.00,,,,2.0,2023-03-27
76858,2023-03-27T23:04:09.979Z,,,,,,,,,120.0,2023-03-27
76806,2023-03-27T18:00:02.615Z,480.0,,,,,,29346.0,$3.03,480.0,2023-03-27
76799,2023-03-27T17:09:44.839Z,480.0,,155221.0,3.0,$6.81,,,,480.0,2023-03-27
76848,2023-03-27T22:12:43.816Z,1000.0,,87827.0,2.0,$6.46,,,,1000.0,2023-03-27
76784,2023-03-27T15:09:48.493Z,,,,,,$1.00,,,120.0,2023-03-27
76785,2023-03-27T15:09:48.509Z,120.0,,154930.0,2.0,$8.00,,,,120.0,2023-03-27
76800,2023-03-27T17:09:54.675Z,,,,,,$0.41,,,480.0,2023-03-27
76947,2023-03-28T19:14:15.279Z,888.0,,155567.0,1.0,$0.00,,,,888.0,2023-03-28
76875,2023-03-28T03:59:39.771Z,120.0,,115368.0,4.0,$8.00,,,,120.0,2023-03-28
76935,2023-03-28T18:45:00.829Z,,,,,,$0.00,,,120.0,2023-03-28
76934,2023-03-28T18:45:00.813Z,120.0,,154222.0,3.0,$6.95,,,,120.0,2023-03-28
76990,2023-03-28T22:24:25.816Z,,,,,,$1.00,,,120.0,2023-03-28
76969,2023-03-28T20:26:55.620Z,300.0,,154759.0,1.0,$7.58,,,,310.0,2023-03-28
76910,2023-03-28T15:55:53.171Z,,,,,,$0.15,,,7500.0,2023-03-28
76930,2023-03-28T18:21:42.086Z,,,,,,$0.55,,,120.0,2023-03-28
76916,2023-03-28T16:25:19.513Z,,,,,,,,,500.0,2023-03-28
76999,2023-03-28T22:52:35.768Z,250.0,,151415.0,1.0,$7.36,,,,250.0,2023-03-28
76998,2023-03-28T22:52:35.757Z,,,,,,$0.70,,,250.0,2023-03-28
76929,2023-03-28T18:21:42.076Z,,,128477.0,1.0,$11.91,,,,120.0,2023-03-28
76960,2023-03-28T19:55:12.862Z,200.0,,7975.0,1.0,$5.88,,,,1987.0,2023-03-28
76958,2023-03-28T19:55:12.847Z,,,,,,$0.34,,,1987.0,2023-03-28
76897,2023-03-28T14:46:26.684Z,120.0,,152942.0,2.0,$8.00,,,,120.0,2023-03-28
77000,2023-03-28T23:10:33.724Z,,,,,,,,,510.0,2023-03-28
77003,2023-03-28T23:22:22.699Z,,,,,,,,,30.0,2023-03-28
76917,2023-03-28T16:25:19.524Z,500.0,,142167.0,1.0,$6.81,,,,500.0,2023-03-28
76922,2023-03-28T17:32:33.168Z,,,,,,$1.50,,,100.0,2023-03-28
76964,2023-03-28T20:01:52.954Z,850.0,,7975.0,1.0,$5.88,,,,1987.0,2023-03-28
76918,2023-03-28T16:55:37.995Z,,,,,,,,,200.0,2023-03-28
76919,2023-03-28T16:55:38.008Z,200.0,,105508.0,1.0,$9.29,,,,200.0,2023-03-28
76911,2023-03-28T15:55:53.182Z,3400.0,,32494.0,1.0,$5.09,,,,7500.0,2023-03-28
76937,2023-03-28T19:09:27.370Z,276.0,,155607.0,1.0,$0.00,,,,276.0,2023-03-28
76991,2023-03-28T22:24:25.826Z,120.0,,122988.0,1.0,$8.60,,,,120.0,2023-03-28
76882,2023-03-28T12:46:12.323Z,,,,,,,,,30.0,2023-03-28
76954,2023-03-28T19:37:25.222Z,,,,,,$1.50,,,60.0,2023-03-28
76970,2023-03-28T20:42:24.579Z,,,,,,$1.50,,,95.0,2023-03-28
76955,2023-03-28T19:37:25.233Z,60.0,,154724.0,2.0,$14.24,,,,60.0,2023-03-28
76898,2023-03-28T14:46:26.697Z,,,,,,,,,120.0,2023-03-28
76900,2023-03-28T14:48:41.565Z,,,,,,,,,175.0,2023-03-28
76923,2023-03-28T17:32:33.197Z,100.0,,141843.0,3.0,$9.97,,,,100.0,2023-03-28
76888,2023-03-28T13:57:17.482Z,,,,,,$0.70,,,120.0,2023-03-28
76971,2023-03-28T20:42:24.591Z,95.0,,155225.0,2.0,$9.97,,,,95.0,2023-03-28
76941,2023-03-28T19:09:45.441Z,384.0,,155606.0,1.0,$0.00,,,,384.0,2023-03-28
77002,2023-03-28T23:22:22.687Z,30.0,,155757.0,1.0,$18.99,,,,30.0,2023-03-28
76887,2023-03-28T13:57:17.473Z,120.0,,155507.0,1.0,$8.00,,,,120.0,2023-03-28
76899,2023-03-28T14:48:41.548Z,175.0,,152945.0,1.0,$8.00,,,,175.0,2023-03-28
76962,2023-03-28T20:01:34.824Z,500.0,,154710.0,1.0,$6.81,,,,500.0,2023-03-28
76903,2023-03-28T15:19:18.041Z,,,,,,$12.50,,,2.0,2023-03-28
76874,2023-03-28T03:34:37.979Z,120.0,,20834.0,6.0,$8.00,,,,120.0,2023-03-28
76871,2023-03-28T03:34:37.868Z,120.0,,116162.0,1.0,$8.00,,,,120.0,2023-03-28
77005,2023-03-28T23:26:00.891Z,1500.0,,154719.0,1.0,$5.88,,,,1500.0,2023-03-28
76869,2023-03-28T03:34:37.734Z,240.0,,21666.0,8.0,$7.36,,,,240.0,2023-03-28
76895,2023-03-28T14:44:28.633Z,120.0,,152942.0,2.0,$8.00,,,,120.0,2023-03-28
77004,2023-03-28T23:26:00.880Z,,,,,,$0.34,,,1500.0,2023-03-28
76896,2023-03-28T14:44:28.648Z,,,,,,,,,120.0,2023-03-28
76979,2023-03-28T21:38:12.401Z,100.0,,155706.0,1.0,$10.60,,,,100.0,2023-03-28
76914,2023-03-28T16:25:09.762Z,,,,,,,,,500.0,2023-03-28
76944,2023-03-28T19:13:31.438Z,,,,,,,,,60.0,2023-03-28
76915,2023-03-28T16:25:09.773Z,500.0,,142169.0,1.0,$6.81,,,,500.0,2023-03-28
76873,2023-03-28T03:34:37.951Z,,,,,,$0.41,,,120.0,2023-03-28
76978,2023-03-28T21:38:12.393Z,,,,,,$1.50,,,100.0,2023-03-28
76904,2023-03-28T15:39:11.554Z,60.0,,153695.0,1.0,$9.97,,,,60.0,2023-03-28
76905,2023-03-28T15:39:11.568Z,,,,,,,,,60.0,2023-03-28
76894,2023-03-28T14:18:34.104Z,,,,,,,,,240.0,2023-03-28
76893,2023-03-28T14:18:34.086Z,240.0,,154431.0,3.0,$7.36,,,,240.0,2023-03-28
76901,2023-03-28T15:14:44.527Z,,,,,,$1.00,,,150.0,2023-03-28
76976,2023-03-28T21:16:03.558Z,120.0,,71902.0,3.0,$8.00,,,,120.0,2023-03-28
76977,2023-03-28T21:16:03.569Z,,,,,,$1.00,,,120.0,2023-03-28
76872,2023-03-28T03:34:37.910Z,,,,,,$0.41,,,120.0,2023-03-28
76902,2023-03-28T15:14:44.545Z,150.0,,155486.0,1.0,$8.00,,,,150.0,2023-03-28
76982,2023-03-28T21:58:25.357Z,,,,,,,,,525.0,2023-03-28
76870,2023-03-28T03:34:37.796Z,,,,,,$0.41,,,240.0,2023-03-28
76912,2023-03-28T15:56:12.765Z,,,,,,$0.34,,,1500.0,2023-03-28
76878,2023-03-28T07:22:16.352Z,,,,,,$0.70,,,250.0,2023-03-28
76945,2023-03-28T19:13:31.448Z,60.0,,126154.0,1.0,$10.60,,,,60.0,2023-03-28
76877,2023-03-28T07:22:16.334Z,250.0,,122181.0,3.0,$10.51,,,,250.0,2023-03-28
76989,2023-03-28T22:16:16.394Z,,,,,,$2.00,,,50.0,2023-03-28
76997,2023-03-28T22:33:48.722Z,120.0,,132122.0,2.0,$8.00,,,,120.0,2023-03-28
76973,2023-03-28T20:51:12.707Z,,,,,,$0.70,,,242.0,2023-03-28
76996,2023-03-28T22:33:48.708Z,,,,,,,,,120.0,2023-03-28
76949,2023-03-28T19:14:41.784Z,96.0,,155574.0,1.0,$0.00,,,,96.0,2023-03-28
76974,2023-03-28T20:51:12.717Z,2.0,,136489.0,2.0,$7.36,,,,242.0,2023-03-28
76927,2023-03-28T17:40:10.658Z,240.0,,,,$8.60,,,,240.0,2023-03-28
76993,2023-03-28T22:30:32.844Z,120.0,,,,$10.60,,,,120.0,2023-03-28
76868,2023-03-28T00:02:15.128Z,250.0,,,,$8.00,,,,250.0,2023-03-28
76972,2023-03-28T20:50:58.465Z,,,,,,$0.70,,,250.0,2023-03-28
76889,2023-03-28T13:58:07.969Z,120.0,,155502.0,1.0,$8.00,,,,120.0,2023-03-28
76981,2023-03-28T21:45:25.999Z,60.0,,155685.0,1.0,$9.97,,,,60.0,2023-03-28
76994,2023-03-28T22:31:02.702Z,,,,,,$1.50,,,60.0,2023-03-28
76995,2023-03-28T22:31:02.727Z,60.0,,155798.0,1.0,$8.00,,,,60.0,2023-03-28
76890,2023-03-28T13:58:07.981Z,,,,,,$0.70,,,120.0,2023-03-28
76921,2023-03-28T16:56:48.378Z,60.0,,125240.0,1.0,$15.15,,,,60.0,2023-03-28
76920,2023-03-28T16:56:48.352Z,,,,,,$1.50,,,60.0,2023-03-28
76980,2023-03-28T21:45:25.989Z,,,,,,$1.50,,,60.0,2023-03-28
